review,label
Sangat membantu,Positif
Keren,Positif
Mantap,Positif
"1. Pernah complain waktu order gomed, driver ga anter obat tp orderannya langsung diselesaikan jadi gopay langsung ke potong.. tapi ga pernah ditanggapi sm gojek bahkan ga di respon. Ini kejadian uda lama si waktu jaman covid.
2. Ini baru kejadian lagi order gocar dikenain biaya parkir 10rb, padahal gapernah ada tu driver bayar parkir waktu sampe dilokasi, udah complain direspon sih, tapi respon nya gitu2 aja kurang membantu 👍
Semoga gojek bisa lebih baik lagi dalam menanggapi respon pengguna",Negatif
"Cuannya kegedean bos :v
Minjem 15k balikin 25k",Negatif
Puas dengan pelayanannya,Positif
Siippp,Positif
kerenn bangett,Positif
"Disaat platform lain ongkirnya kurang lebih hampir sama. Gofood bisa 3x lipat. Jarak resto 2-3 km ongkir 40rb! (Belum termasuk biaya packing, aplikasi, dll dll dll dll). Please lah.",Negatif
Kerja bagus,Positif
"Apk ny sgt membantu untuk sy pergi kemana” , tolong dong disc nyaaa sering” yaw ;3",Positif
Sangat membantu,Positif
Jos gandos,Positif
"Saya tf dari gopay dari semalam baru berhasil td, sudah berhasil dananya GAK MASUK MASUK ke rek tujuan saya tf, saya sudah hub. Rek tujuan, mereka mengabari blm ada transaksi yg terkirim dengan nominal yg saya sebutkan. Saya udh laporan ke gojeknya bilangnya dana sudah berhasil hub bank terkait JD BAGAIMANA INI ? sampai sekarang dana saya blm ada yg masuk sepersen pun. Saya sudah berkali kali lihat rek tujuan takut salah tapi sudah benar. Dana saya dikemanain ya ? Tolong responnya ya itu dana bukan 10 20 ribu itu agak besar tolong banget dong gojek jangan kaya gak tau orang lg butuh duit apa ya, saya harus lapor kemana kl di apk saja gak di bales”. Dari Kemaren saya tf berhasil” saja kenapa ini kaya gini ya ? Tolong dong dana saya dikemanain 😡😡",Negatif
👍,Positif
"App ter bagus se antero jagat raya, luv it so much!",Positif
"Udah di perbarui Gopay malah gk bisa nerima tf besar dari Dana, tambah mempersulit transaksi buat belanja di Tokped. 
Semoga jadi pertimbangan lagi.",Negatif
so far it’s safe,Positif
Pelayanan memuaskan,Positif
"Pengen jadi kyai ff 
#salam ganteng ff kyai",Positif
Monyet lu gojek tolol lu muncul dari jaman batu login harus pake nomor mulu pake metode yg lain lah tolol jadi susah orang login kalo nomor ilang,Negatif
Pas ntuk mageran,Positif
Great but please improve your free call feature. It’s really annoying of you to offer free call feature which is not functioning well.,Positif
Lopyu pak nadine😘,Positif
Makyusss....,Positif
Josss,Positif
Tambah mahal,Positif
Banyakin lagi promo voucer makanan nya,Positif
pake ap gojek sekarang lebih mudah dan anti repot2 club,Positif
"Praktis n cepet dapet drivernya.
Banyakin promonya dong biar syemangat order mueheheheh",Positif
Ok,Positif
memuaskan kok :),Positif
"Masukan ajah untuk go-jek apps., biaya ongkir go food makin mahal dan klo mau disc hrs min order., ditambah go pay latter harus dibayarkan di jatuh tempo setiap 7hari (baru2 ini)., pernah telat sekal bayar untuk aplikasi gopay pinjam langsung berubah system peminjamannya., pdhl saya gak pernah telat bayar sllu bayar sebelom jatuh tempo dan bahkan saya lunasi go pay cicil pdhl masih jauh dr waktu yg hrs dilunasi., aplikasi kalian SETIDAK FLEXIBLE ITU dan SEMAHAL ITU. Pdhl Sebulan saya bs pakai go food di atas rata2 loh., Maaf saya pindah ke grab food lbh worth it.",Negatif
Selamat tambah kaya,Positif
hard to launch & suddenly I was blocked by them (?),Negatif
Mau transfer dana antar-account saja tidak dapat.,Positif
Muantap,Positif
"Saya cuman pakai aplikasi ini utk pesen makanan, kirim2 barang dan kendaraan online. Ok dah pokoknya!!",Positif
Pengen ngomong kasar sama aplikasi ini!!!,Negatif
Bagus,Positif
Platform fee dan Order fee gak masuk akal!!,Positif
bgs,Positif
Keren,Positif
vvbnjj,Positif
Wokee,Positif
"Please add more discount wkwk
I cann't live without gojek😅",Positif
Semoga pelayanan nya terus dipertahankan,Positif
"Gopulsa gk bisa dibuka, pas lagi butuh gk bisa diandelin 🥴",Negatif
Mantap,Positif
Keren pak selalu lakukan kebaikan sehat dan sukses selalu pak,Positif
jw,Positif
"Ni aplikasi becanda ya, baru milih makanan bentar mode hemat gua uda ilang gitu aja?",Negatif
🙏🏻🙏🏻🙏🏻👍👍👍👍,Positif
Makin kesini biaya terselubungnya makin mahal. Ada biaya pesan biaya bungkus biaya lain lain yang makin tak terhitung,Negatif
Bagus dn praktis,Positif
helped me a lot when I needed it fast,Positif
"Gojek sekarang sudah tidak bagus,, akun saya dibekukan sepihak karena adanya penyalahgunaan promo padahal saya tidak pernah melakukannya.. SUDAH DELETE ACCOUNT DAN UNINSTALL APLIKASI yang tidak lagi berguna ini. BYE",Negatif
Bagus banget,Positif
gak jelas banget. ada urgent gabisa contact cs nya langsung. malah dikasih bot. gaguna. makanya malas bgt pake gojek,Negatif
sangat membantu sekali aplikasi ini,Positif
What a ux design by gojek team,Positif
Sangat membantu d jam2 yg sulit,Positif
Really helpful,Positif
Lokasi gps tolong perbaiki,Positif
Ada perkembangan,Positif
Sip elok jos,Positif
terus tingkatkan kualitas layanan yang sudah baik,Positif
"gak semua driver bisa dipercaya, numpang ke kamar mandi tapi perlengkapan mandi di gasak juga. ketauannya mana udah terlanjur ngasih bintang lagi. coba di viralin tapi yang ada di gruduk lomplotan lainnya yang ada",Negatif
"Good aplikasi & sangat membantu, pengiriman & kurir baik & reccomended ☝🏼👍Tq",Positif
Good 👍🏻👍🏻,Positif
"ditunggu dark modenya, biar ga silau pas scroll gofood malem malem 🤩",Positif
Terimakasih bapak sangat ramah sekali dan baik hati. Bintang 10 buat bapaknya,Positif
Gopay later… tadi nya sempet bisa ngebantu kalo lagi gak ada cash / saldo gopay. Gak taunya baru dipake sehari udah diblokir wkwkwkwk. Mending g usah ada deh,Negatif
Banyakiin pakai kode promo dong,Positif
ok,Positif
Mantap,Positif
terima kasih,Positif
Literally najis. benerin lg deh aplikasi lo,Negatif
Mantap,Positif
selalu bermasalah saat mau menggunakan voucher gofood,Negatif
Okey lah,Positif
"Uninstal dan hapus akun di gojek dan tokped, penyedia third party (findaya) cs nya tidak sopan. Mengecewakan",Negatif
very good,Positif
pake voucher kadang bisa kadang nggak,Negatif
"Hijaukan bumi 1000rupiah itu donasi

Apa bener itu uang donasi untuk hijaukan bumi,tidak di salah gunakan.",Positif
Banyakin promonya dongggg,Positif
Saya baru saja install app ini...satu yg harus diperhatikan saat perdana install adalah internetnya musti kencang baru bisa cepat sign up. Usul saja: kalau boleh ada opsi PP (pulang pergi) sekali order.... Maju terus GOJEK,Positif
Sangat membantu ❤️,Positif
good,Positif
Thanks,Positif
terima kasih,Positif
Jelek banget kualitasnya sering eror kupon ga bisa digunakan jarang promo,Negatif
"Klo gak minat kasi promo, mending dihapus saja lah, tiap mau pake error terus, di php mulu’",Negatif
jujurrr sekarang coin ga bisa digabung? anddd apply voc sekarang lbh sering error ga jelasss worsst app,Negatif
"Aplikasi penjebak.. make paylater 30rb, di saldo gopay gw ada 50rb.. pas jatuh tempo bukannya langsung potong dari gopay tapi malah dibiarin aja smaa pihak gojeknya sampe telat, sampe kena denda, setelah 2 bulan telat baru mereka langsung nyuruh debt collector nge wa.. aplikasi sampah, mending grab kemana-mana",Negatif
Ditengah kemageran pasti ada jalan,Positif
"Tolong buat gomart jangan cuma ada alfamidi saja, harusnya kita bisa milih mau belanja di alfamidi alfamart apa dimana jangan di bikin terdekat.",Negatif
Service Price keep increasing it doesn’t make sense anymore. The discount doesn’t feel like a discount since there are so many service price that’s been added to the platform,Positif
"Udah bayar tepat waktu kok tiba2 gopaylater ny di blok padahal sebelum2 ny ga ada masalah, bayar juga tepat waktu tp notif blg ny ada dues… pas di tanya CS bilang nya lagi di review eh tau2 ny di blok, chuaaksss 👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻",Negatif
nice!,Positif
😘,Positif
Gojek make my life easier!,Positif
Ok,Positif
"Tapi pajaknya gede banget. Makanan aja beda hrgnya jauh sama beli d gerai langsung. Mhon untuk banyakin promo, apalagi pengguna gopay",Positif
Coba kl untuk kolom komentar pas abis pesen makanan dksh untuk taro foto.. kdng2 kl pesen makanan suka kurang / lebih dksh sm resto nya,Positif
"shibal, ga ada yg bsa dihubungin cs nya 😾",Negatif
✨✨✨🙌🏻🙌🏻🫶🏻😇🙏🏻,Positif
Usefull to used,Positif
Happy,Positif
Sangat membantu👍👍,Positif
Very usefull ya,Positif
Aplikasi sangat membantu dalam mencari transformasi,Positif
Good,Positif
Sejak kapan batalin order kita dimintai cas sm drivernya!!,Negatif
Mantappu,Positif
Best app,Positif
Oke,Positif
Gud Gud,Positif
promonyaa banyakin yaa,Positif
Bisa gofood in orang lain,Positif
Ini sangat membantu,Positif
"Kecewa, isi e-money yg 500 rb gk masuk k saldo di kartu e-money sdangakn d transaksi sukses giliran d isi yg 10 rb masuk langsung,",Negatif
puas bet dah,Positif
Bintang 4,Positif
"Praktis, cepat, harga kirim terjangkau",Positif
Prmo masih kurang banyak dibanding kang ijo tetangga sebelah,Positif
"Jadi …
Aplikasi selain gojek itu ada yg dari luar negri tolol ! 
Mangkanya cari tau sebelum menggunakan , pakai lah gojek . Dukung karya bangsa yg sudah mendunia 

SELAMAT HARI LAHIR PANCASILA 1 juli guyss 🇲🇨🇲🇨🇲🇨",Positif
"Sabar banget,trimakasih ya pak.",Positif
Sopan,Positif
"Berharap gopaylaternya bisa upgrade jumlahnya,,hehehe",Positif
The first choice if i had traffic jam,Positif
Harusnya ada fungsi cancel ketika driver ada kendala saat proses pengiriman. Sudah buat tiket tp close dengan alasan driver udah jalan. Ajukan pembatalan sampe 5x karena nunggu 1 jam lebih eh malah dicarikan driver lain. Percuma. Udah order lain karena utk sarapan mau kerja. Semakin lama semakin ngga customer focused nih gojek,Negatif
"sudah di tulis rumah. 
kasih alamat rumah. 
tau2 ke ubah alamat kantor  
mau cepet malah susah",Negatif
Sangat Membantu,Positif
Biji puki aku tinggal 20exp lg jadi juragan ya gak taunya balik lg jd 0 ngentot pukimai,Negatif
Aplikasi tolol tiket ilang asu goblok memekk gajelasss kontollll,Negatif
"I changed number, I deleted my old account and I cannot rewrite my old account into the new one because my new number has been used and still has Rp 4.500 Gopay. Since I cannot use my own number, I cannot use Gojek anymore and move to another app.",Negatif
"Saat iti ad bbrp masalah kendala pada pesanan saya tpi, pihak gojek telah membantu dan refund. Pihak gojek sangat bertanggung jawab👍👍💯",Positif
"Makasih gojek, ngebantu bgt disegala kondisi :V",Positif
baguusss,Positif
apk gojek kenapa sih padahal baru isi saldo terus tiba tiba ke blokir ini baru buat akun loh parah bangetttt bukan saldo sedikit lagi mikirr min,Negatif
"Semakin lama semakin lama .. harga pakai gopay sama dengan tunai 🤣, padahal dulu beda ..
Sebentar sebentar minta upgrade .. wow !
Sekarang saya tambah lagi keluhannya pada gofood , padahal sudah penambahan harga pada setiap menu , pke biaya lain lain lg , eh makin nambah lg jarak gak sampe setengahkilometer ongkirnya gila ..",Negatif
Become bos and you will have the benefit with it!,Positif
"Saya rasa driver GoJek telah melanggar privacy. Rumah, plat mobil dan penerima order gofood saya difoto oleh driver GoJek setelah order diterima.",Negatif
Saldo gak bisa di lihat gak bisa klik juga sejak update. Sudah top up saldo notif sudah masuk tapi saldo tetap 0 kesal,Negatif
"Keren banget apps ne.. Untuk wilayah perkantoran kayak jakarta gini, pas banget.. Lagi males keluar makan siang klik aja Go-Jek..",Positif
Berguna bangett🙏😍,Positif
Service determined by Star,Positif
Baguss mempermudah,Positif
aplikasi yg sangat membantu,Positif
Terimaksih sudah membantu Perjalanan & Asupan Makanan dgn Jaga Anda.,Positif
Sesuai dengan konsep Superior Customer Value,Positif
Udah lama di batalin gak bisa harus nunggu 2/3 hari parah sih,Negatif
Mantap,Positif
Mantap jaya,Positif
Aplikasi yang sangat membantu,Positif
"Oke manteb 
Pesen go transit bisa dirubah tujuan stasiun nya setelah transaksi 😍 mempermudah saya yang suka lupa turun nya dimana karena ke bablasan bobo di kereta 🥲",Positif
Good,Positif
Semoga promo makin banyak,Positif
Usefull,Positif
Aplikasi ini sangat membantu memudahkan hidup,Positif
"Ada barang terringgal
Call center di telp gak bisa by apps yg diarahkan cuma mengenai perhalanan kita, sementara yg tinggal hape yamg mesen mau ngadu gak bisa apps peler memang ini",Negatif
"Senang bisa bekerjasama dengan aplikasi yang punya multifungsi ,,diberi kemudahan di setiap transaksi",Positif
Petanya tidak akurat,Positif
👍🏻👍🏻👍🏻,Positif
mudah ringkes,Positif
Gosend di set ke cash kalau gocoin abis. Padahal masih ada saldo gopay. Goblok! PM yang bikin tabok lah,Negatif
Good,Positif
"Drivernya baik, motornya bersih dan mengutamakan kehati2an",Positif
Trnsfer dana aja susah,Negatif
"Menggunakan gocar, payment method di aplikasi penumpang menggunakan gopay, tapi payment method di aplikasi driver masih cash. Sehingga saya harus trf lagi ke driver sedangkan saldo gopay saya sudah terpotong.",Negatif
"Suka tiba2 ganti pengemudi padahal sudah dekat, tapi di histori gada keterangan cancel atau siapa yang cancel. Akhirnya jadi menunggu lebih lama. Aplikasinya juga suka ga reliable, karena suka dipilihkan pengemudi yang lokasinya jauh walaupun di map terlihat ada bbrp yg lbh dekat. Butuh waktu lama buat pesan sehingga bikin terlambat ke tujuan",Negatif
Good service,Positif
"Percuma kasih diskon harga nya tetep gedean ongkir sama biaya layanan dan lainya najis.
Voucher nya ga bisa di gabung lagi promo tipu tipu",Negatif
Sangat membantu saat lama dan mager keluar rumah. Keren,Positif
ga bisa diupdate dan open it!,Positif
👍👍👍,Positif
Chat dengan cs dengan balasan tamplate,Negatif
"Sekarang serba mahal, jarang ada promo dan exp Goclub saya jadi turun dari juragan ke bos. Ga seru lagi",Negatif
Jaya selalu,Positif
Okelah,Positif
Good,Positif
"Bugnya tinggi, Tarif makin mahal dan tidak menentu",Negatif
"This is really troublesome. I need to wait for 48 hours to transfer money from gopay account to bank (and it is Jago Bank that already linked to the gopay acc), while previously they stated it is real time transfer Previously when I was overseas, all function of gopay was blocked, I couldn’t even withdraw any balance from my gopay account,or even to check the balance. And got nothing from the customer support. They just re chat everything they have sent while I tried to explain what is happening. And in the end, nothing helpful was suggested. Please, do some technical maintenance on your side and educate your customer service",Negatif
Sangat ngebantu banget…bisa bantu kirim makanan ke ortu yg tidak sekota…terima kasih gofood,Positif
Hebat,Positif
Kita serasa punyo koki pribadi,Positif
Good man,Positif
Banyakin promo jaya jaya jaya,Positif
Easy used,Positif
"Dear gojek,
Kalian itu perusahaan yang tidak bisa komplain lewat call center, sudah di cari kemana” tp tidak ada no yg bisa dihubungi. Coba dong solusiny klo mau komplain selain lewat email ada no yg bisa dihubungi gk? Aku paling males komplain lewat tulisan!!!!!",Negatif
Mantap,Positif
The very less-hassle app for daily basis,Positif
App busuk. Masalah teruss,Negatif
nice experience,Positif
Keren,Positif
Aplikasi responsif👍,Positif
Termudah memang gojek ini,Positif
Sangat membantu,Positif
Mantap,Positif
ok,Positif
"Andalan kalau lagi mager keluar, promo banyak juga",Positif
Bagus banget buat kita jadi mudah dalam banyak hal,Positif
Good,Positif
Mantap,Positif
"Kerjanya tidak semata mata uang
Teladan buat driver lainnya",Positif
"Cukup membantu, sopan dan ramah",Positif
Great app,Positif
Gojek sangat membantu disaat kita tidak bisa memakai kendaraan pribadi,Positif
Good,Positif
Tampilan format layar lebih disederhanakan. Terlalu banyak simbol & huruf,Positif
Sangat membantu,Positif
"Lebih gercep dari apk lain 
Apalagi kalau pagi2 butuh ojek 

Driver gak lelet",Positif
keren,Positif
Nice,Positif
"Tolong untuk para drivernya kalau emang gamau ngambil orderan, jangan online apknya mereka Nyusahin costumer doang, dari pihak gojeknya juga ga tegas driver seenaknya kaya gitu malah di diemin aja Nanti giliran banyak yang kabur aja pelanggannya baru pusing Tindak lanjuti lah driver begitu, takut kehilangan mitra atau pelanggan? Jangan jadi pengusaha yang bodoh",Negatif
"Fast response from the driver, moving house is that easy",Positif
Awesome,Positif
"selalu mantap, terus maju go jek group",Positif
"Sekarang cari driver gocar sulit banget, dicarikan jauh dari titik req penumpang. Sehingga butuh waktu lama menunggu driver sampai di titik penjemputan",Negatif
Jadi MUDAH,Positif
mantapp,Positif
Always fulfill my need.,Positif
bagus,Positif
"Banyak potongan, maju terus ya Gojek",Positif
kotak promo gabisa muncul,Negatif
Saya kecewa di aplikasi jl apa pas di kirim jl apa,Negatif
Masak tidak ada voucher ongkir sama sekali,Negatif
ilovegojekkkk,Positif
"akun ditutup permanen karena dibilang ada aktivitas yang tidak wajar, coba minta dijelasin aktivitas yang dilakuin apa sehingga bisa state seperti itu tapi CS nya gak bisa kasih info karena dia juga tidak tau. Skip 🙅🏻‍♂️",Negatif
Ramah dan gercep,Positif
Lebih banyak promo lagi yaa..,Positif
"Gaada fleksibilitas dalam metode pembayaran, berasa dipaksa pakai gopay terus",Negatif
Apaai,Positif
ga habis pikir dan berkata-kata 😡 saya naik mobil sekali jalan hampir berkali-kali mau nabrak abang gojek boncengan yg ugal-ugalan ga liat spion main trobos aja. yg bikin jengkel dia seneng bgt gitu fokus ngomong ama penumpangnya… sepele sih tapi memalukan kalo kena tabrak yg susah juga saya,Negatif
Solusi transportasi terbaik,Positif
Good . Semoga untuk menangani complain lebih baik lg,Positif
"live, laugh, love gojek. gatau lebih suka aja sih sm gojek dibanding yg lain",Positif
"After keeping me waiting for well over an hour with messages saying he would be there in seven minutes, this Gojek driver cancelled me 
Go jek is accepting any one to drive these days 
I will go with the competition from now
My trip to Ubud was a memorial service for a close friend that I have now missed",Negatif
penolong di saat lapar,Positif
top,Positif
Saldo gopay saya tiba” keblkir padahal saya gak ngapin katnya disuruh tunggu 2x24 jam tpi masih keblokir,Negatif
"Nyaman..
👍👍👍👍👍",Positif
Good,Positif
Terbaik,Negatif
Terimakasih,Positif
"Aplikasi mudah digunakan. 
Customer service yang reponsif.
Well done !!!",Positif
Mantap,Positif
Si ASU mana nih?? Anak Sultan sdh ga banyak kelebihannya. Payah.,Positif
good,Positif
Bagus,Positif
bGus banget sangat membantu,Positif
Tolong donk waktu layanan gomart dibuat 24 jam mengingat saat ini sdg corona dan dsarankan kita dirumah aja tp butuh keperluan mendesak pada tengah malam atau dini hari,Positif
great apps✨,Positif
Been using since the beginning and love most of the features,Positif
Cepat,Positif
Bagus,Positif
Banyakin promonya dong biar bintang 5. Sgt dibutuhkan utk anak perantau kos2an sprti saya:”),Positif
My life has been so much easier bc of gojek. Thankyou so much for creat this apps,Positif
Tapp mantap,Positif
Nice 👍🏻👍🏻,Positif
Mantappp praktis,Positif
Nice,Positif
Sangat membantu,Positif
Jadi ojolnya minta di cancel secara ga langsung,Negatif
ada fitur untuk save address/alamat agar lebih mudah tapi begitu mau ganti tujuan & pilih alamat yg lain cmn bisa scroll list saved address nya aja ga bisa di klik buat ganti alamat. pleas fix this,Negatif
ok,Positif
Pelayanannya good bgt,Positif
"gw harus nunggu sampe berapa lama buat bisa masukin pin gopay setelah beberapa kali salah masukin pin? padahal udah gw reset pin nya masi aja harus nunggu buat mo bayar pake gopay. nyusahin bgt, padahal limit waktu gw buat bayar pk gopay ga lama 👎🏿👎🏿👎🏿",Negatif
Good 👌🏼,Positif
Kenapa saya tdk bisa mendownload ulang aplikasi gojek di iphone saya ya,Positif
Tinggi ya ongkirnya,Positif
"Dear Gojek, saya belakangan ini mesan Go-Food sudah 3 kali dengan deskripsi menu menggunakan nasi dan juga di foto menu ada gambar nasi, tapi mengapa saat tiba nasinya tidak ada dan hanya ada lauknya saja, mohon untuk diperbaiki keterangan yang tertera di Go-Food tersebut, soalnya saya sering mesen dan lagi laper” nya tapi nggak ada nasinya tuh jadi langsung nggak Mood 🥲",Negatif
Sangat bermanfaat Ok,Positif
Tolong dong driver drivernya yang sopaannn suka cancle karana alasan nunggu lama,Negatif
Sangat membantu,Positif
Hi Gojek. Saya dituding melakukan aktivitas tidak wajar. Padahal mitra2nya waktu saya di daerah bali yang tidak merespon sehingga saya harus mengcancel berkali kali. Sekarang CS gojek tidak membantu sama sekali. Terima kasih Gojek,Negatif
Ok,Positif
Mantap,Positif
Good,Positif
Selama ada gojek disitulah solusi di dapat.. keren gojek 👍👍👍👏👏,Positif
Pengoperasiannya mudah dan bnyak diskon,Positif
"mantabbb bnyak diskon,, sampe jdi juragan yg tdi member biasa",Positif
Termudahkan aja sih,Positif
Super helpful apps,Positif
Terbaik drivernya amanah,Positif
Menyenangkan,Positif
God job sir,Positif
sangat cepat baik dan ramah,Positif
Mantab payment skrg lebih mudah rasanya👍,Positif
Ok banget,Positif
Good,Positif
Senang,Positif
Nicee banget,Positif
MasyaAllah bangetmi,Positif
Jiwa,Positif
Good,Positif
"saya gk pernah melakukan kesalahan tapi kenapa akun saya bermasalah padahal gopay dan coinnya lumayan banyak,lama lama bagusan apk tetangga",Negatif
Sangat puas,Positif
Lebih cepat dapatnya gojeknya,Positif
Banyakin diskon lagi,Positif
Sangat membantu,Positif
"Padahal notif nya berhasil, saldo di atm pun udah kepotong , semoga saldo ku cepat kembali",Negatif
The best app to have for a resident of Jakarta!,Positif
⭐️⭐️⭐️⭐️⭐️,Positif
"Kalau buka aplikasi loadingnya lama banget, gak bisa buat cepet",Negatif
"Driver gojek makin banyak yang songong, tidak sopan. Sepertinya perlu di beri pelatihan rutin. Saya jadi sering pakai aplikasi lain dari pada gojek.",Negatif
👍🏼👍🏼👍🏼,Positif
sangat membantuu,Positif
Semoga lebih banyak promo yg menjanjikan dan pembelanjaannya tidak terlalu banyak tp ttp dapat promo. Aamiin,Positif
menakjubkan,Positif
GG mantap,Positif
Sangat terbaik,Positif
Bangga,Positif
"Ngisi top up gopay tapi saldo gopay saya gak nambah. Udah di chat cs nya, tetep ngotot bilang udah masuk. Rugi deh, duit ilang. Kapok",Negatif
Good,Positif
Bagus tp harganya kadang mahal,Positif
bagus,Positif
"Tolong tingkatan lagi ke driver biar dibaca dulu sebelum bertanya,karna udah dikasih note nya suka tanya lagi,",Positif
Great app great services,Positif
Bgus baguss,Positif
Good,Positif
"Sanang sekali menggukanan gojek, sangat membantu dalam konsidi mendesak",Positif
Love love love,Positif
"saya sudah lama pakai gopay, gapernah di tawari gopay later, padahal saya sudah jadi member sultan, malesin",Negatif
"Layanan gofood terlalu mahal menaikan harga dari harga sbenar nya yang terlalu gk masuk akal,,,dan belum lagi kita harus membayar biaya aplikasi, layanan gofood sekarang tidak recomended,, asli parah",Negatif
"the best sih, cuma skrg jarang bgt promo",Positif
Promo pelit mending grabb,Negatif
"Terlalu aman, lupa no hp, mau bikin akun baru email ke bind sm no hp lama, dan pas gw nyoba tes no hp lama siapa tau ketemu lagi akunnya, ehh security reason! Coba lagi setelah 30 menit. On top of that, ngapain verifikasi email kalo lu gabisa login pake email. Salut! Ty!
Gw baca review, 4 tahun yg lalu udh ada yg bahas login pake email tp ampe sekarang? 
Produk lokal emg beda!",Negatif
banyakin promo kya dulu dong,Negatif
"Pencarian slalu kluar tulisan gtu mlulu, pencarian terdekat jg ga ada, pdahal udh d perbaharui, parah ini appnya",Negatif
"gojek memperibet, harus goplus” tai kucing",Negatif
⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️,Positif
"Aku dapat promo diskon 45 %, kenapa harga 47 ribu itu 45%nya 13000? 
Diambil 10%nya jadi 4000 aja seharusnya udah 16000

Buruk, sunggu semakin buruk.
Bagi kalian yang dapat promo dan gunain promo, coba cek dulu ajja promonya beneran gak?

Langsung uninstall",Negatif
Aneh banget ga ada opsi untuk cancel meski sudah hub contact center.,Negatif
"Aku di blokir tanpa penjelasan. Paylater tidak pernah di gunakan, kasih bintang sesuai kepada rumah makan atau abang2nya dan kasih penjelasan. Minta perbaikin udah 3 laporin, laporan pertama akan di tindak tpi lewatin 6 bulan nggak diproses, laporin ke dua ditanyakan nomor laporan pertama yahh lupalah wajar 6 bulan nggak ada progress kemudian dibuatkan nomor laporan ke dua nnti katanya di proses. Tunggu brapa bulan sama tidak ada proses, laporin lagi ehhh pertanyaannya sama nomor laporannya berapa dri CS nya. Mikir dong ini perusahaan besar nomor laporan apa tidak bisa dilacak dari nama akun, nomor telfon pengguna, email atau lainnya. Masa perusahaan gede tetap nanya nomor laporan, apa masih pake buku manual nomor laporannya 😡😡. Udah di kasih juga nomor laporan untuk ketiga kalinya, tetap sampe skarang nggak ada progress. Mending beralih ke yg lain.",Negatif
"Pelayanan bagus, harga tidak.",Negatif
App yg bagus 👍🏻👍🏻👍🏻👍🏻,Positif
Mantap mantap,Positif
Thank you,Positif
Good,Positif
"How can I change country from Vietnam back to Indonesia, while being in Vietnam?

I can’t use gopay for payments anymore……",Negatif
Utamakan pelayanan dan keamanan,Positif
Aktifitas pekerjaan,Positif
Its very clear,Positif
Jelek ngapain yang di tampilan saldo Coin bukan saldo utama bodoh jelek transfer aja lama,Negatif
Tapi tolong saya harap gojeknya diskon terus yaaa heheheheh,Positif
Okeee,Positif
"Mantap sih ini rasanya, pas banget",Positif
Good!.. -̶̶•-̶̶•̸Ϟ•̸•ŤђαϞĸƔõú••̸Ϟ•̸-̶̶•-̶̶,Positif
Recommended,Positif
Mudah praktis,Negatif
Pelayanan Cepat dan Bagus,Positif
Oke syekali,Positif
Aplikasi yang sangat membantu. Awesome apps 👍,Positif
"Sering kali driver ga ambil/pick up order gofood tanpa info customer, customer harus usaha hubungi driver dulu utk pastiin, udah nunggu lama, dicancel dan makanan sudah dingin karena kelamaan nunggu dipick up driver lain.
Kalau 1-2 x masih bisa di tolerate. 
Semoga kedepan bisa lebih baik",Negatif
Karna setiap udah di jadwalin mereka tbtb ga cancel ga apa dan ga chat apa apa kebiasaan kaya gini jadinya ga guna pke gojek terjadwal juga,Negatif
Gojek sangat membantu,Positif
Good,Positif
As long i used Fantastic,Positif
"Jelek bgt, udah forgot pin, no hp udah bener tetep gak bisa.. bad aplikasi..",Negatif
Great Apps,Positif
Saya dengan driver sudah sepakat tol dan parkir saya bayar melalui tip. Ternyata setelah audah sampai ditujuan dan driver sudah pergi masih ada tagihan di aplikasi kalau saya masih belum bayar tol dan parkir. Mohon dibantu oleh cs,Positif
"Mahal2 beli subscription gofood plus, offernya error smua gak bs dipake. Jadi sia sia",Negatif
Sangat memuaskan banyak promo,Positif
Dark mode dong gojek,Positif
gajelas tai,Negatif
Ok,Positif
Nice,Positif
Buat lebih banyak promo donk. 😊pakai gojek uda lama banget dan sangat membantu. Thank you. Sukses terus,Positif
"Reliable apps. Been using it since 2017. 👍 Paling mapnya aja diperbaiki ya, meleset melulu. Gps-nya juga suka ngga akurat jalannya. Etapi ini mungkin karena sinyal driver/user ya.. hehe.. Keep up good work",Positif
gopay adalah jalan ninjakuu,Positif
Untuk cancel order gimana? CS tidak membantu. Telpon layanan pusat tidak membantu krna memberikan nomor tlpon yang tidak dapat di hubungi. Terus gimana?,Negatif
Sangat membantu 👍,Positif
"Senang kalo ada promo, kalo gaada mahal pol",Positif
"Bego banget sih, ngasih rating ke resto aj nyari nya susah banget, kaya nyari harta karun lol. Kalo grab gampang sekali ngasih rating ke resto itu, langsung di arahin sama grab buat kasih rating, yang punyanya siapa sig gojek, tolol",Negatif
promonya dikit tambahin dong xixi,Positif
"Sangat terbantu, sangat support kemudahan kehidupan. Thanks ya",Positif
Mahal ongkirnya,Positif
Di keluarga gojek tersedia apa saja yg kita perlukan dan  epat layanannya,Positif
good,Positif
Moga makin bagus,Positif
"Usir friendly, Quick responds",Positif
I love so much go food very helpfull,Positif
"Mau kemanapun, ada dimanapun, gojek jafi andalan",Positif
